OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,GEOID10,CT10,LABEL,Shape_STAr,Shape_STLe,GEOID_INT,GEO_id,GEO_id2,GEO_displa,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,YEAR,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,Shape_Leng,WeaponLaws,AllCrimes,X,Y
64,1,63,64,6037576403,576403,5764.03,3493763.114,7935.172399,6037576403,1400000US06037576403,6037576403,"Census Tract 5764.03, Los Angeles County, California",5245,2499,933,12,820,0,736,245,46543,203,93,215,41,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7935.172399,0,1,-118.1698273,33.77897776
65,21,64,65,6037294110,294110,2941.1,10670615.84,16777.71084,6037294110,1400000US06037294110,6037294110,"Census Tract 2941.10, Los Angeles County, California",4447,2691,0,174,169,13,1207,193,67579,138,53,232,38,2016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,16777.71084,1,21,-118.2604032,33.79799813
66,2,65,66,6037294610,294610,2946.1,8868460.153,11953.81096,6037294610,1400000US06037294610,6037294610,"Census Tract 2946.10, Los Angeles County, California",4311,2407,44,468,84,8,1120,180,51771,161,107,301,24,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11953.81096,0,2,-118.258209,33.78732886
67,419,66,67,6037543604,543604,5436.04,28289462.86,22591.38886,6037543604,1400000US06037543604,6037543604,"Census Tract 5436.04, Los Angeles County, California",5755,2253,141,13,2395,44,377,532,97833,124,76,297,53,2016,6,1,21,17,1,4,16,0,23,0,1,60,169,4,0,0,29,55,22591.38886,12,419,-118.2816886,33.80827676
68,0,67,68,6037576502,576502,5765.02,3311588.257,8030.267944,6037576502,1400000US06037576502,6037576502,"Census Tract 5765.02, Los Angeles County, California",4957,2675,1174,243,350,0,259,256,47264,33,61,249,74,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8030.267944,0,0,-118.1741027,33.77192285
69,0,68,69,6037294620,294620,2946.2,9059969.432,12685.3685,6037294620,1400000US06037294620,6037294620,"Census Tract 2946.20, Los Angeles County, California",4658,2662,152,253,16,0,1492,83,55031,123,77,224,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12685.3685,0,0,-118.2479388,33.78747446
70,27,69,70,6037294410,294410,2944.1,8975832.89,12597.18841,6037294410,1400000US06037294410,6037294410,"Census Tract 2944.10, Los Angeles County, California",5008,1750,1040,77,675,284,623,559,57962,139,71,286,80,2016,0,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,3,12597.18841,4,27,-118.2899053,33.79413281
71,8,70,71,6037294200,294200,2942,10267494.62,12897.31972,6037294200,1400000US06037294200,6037294200,"Census Tract 2942, Los Angeles County, California",5481,3480,11,112,251,0,1393,234,74428,138,78,308,6,2016,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4,12897.31972,0,8,-118.2694014,33.79484255
72,46,71,72,6037572202,572202,5722.02,16709745.35,17983.54223,6037572202,1400000US06037572202,6037572202,"Census Tract 5722.02, Los Angeles County, California",3552,816,616,0,950,324,667,179,94778,1,66,86,34,2016,1,0,5,1,0,0,0,0,2,0,5,7,18,1,0,0,4,1,17983.54223,1,46,-118.195034,33.80803033
73,260,72,73,6037670701,670701,6707.01,32199742.56,33678.68756,6037670701,1400000US06037670701,6037670701,"Census Tract 6707.01, Los Angeles County, California",7327,4472,233,18,1272,176,791,365,124616,164,60,165,123,2016,5,0,17,16,1,2,30,0,9,0,5,27,79,7,0,0,15,42,33678.68756,5,260,-118.3131959,33.76167606
74,275,73,74,6037670002,670002,6700.02,9332663.188,12745.5455,6037670002,1400000US06037670002,6037670002,"Census Tract 6700.02, Los Angeles County, California",4009,2386,127,26,625,0,438,407,77611,56,67,194,12,2016,8,0,24,8,1,3,11,0,11,0,4,70,55,2,0,0,12,58,12745.5455,8,275,-118.3132485,33.79450059
75,4,74,75,6037294520,294520,2945.2,5211211.276,9527.664464,6037294520,1400000US06037294520,6037294520,"Census Tract 2945.20, Los Angeles County, California",3796,2310,8,80,45,5,1262,86,60263,80,65,220,9,2016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9527.664464,0,4,-118.2658318,33.78683715
76,13,75,76,6037296600,296600,2966,9063985.269,12269.87156,6037296600,1400000US06037296600,6037296600,"Census Tract 2966, Los Angeles County, California",5015,3001,252,25,38,0,1363,336,40358,126,75,156,12,2016,1,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,12269.87156,0,13,-118.2923747,33.73978773
77,0,76,77,6037575103,575103,5751.03,5194375.14,9203.151015,6037575103,1400000US06037575103,6037575103,"Census Tract 5751.03, Los Angeles County, California",4944,2897,1059,81,425,103,232,147,48895,109,53,418,58,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9203.151015,0,0,-118.1534995,33.78619821
78,0,77,78,6037576402,576402,5764.02,3492765.798,7930.527481,6037576402,1400000US06037576402,6037576402,"Census Tract 5764.02, Los Angeles County, California",4806,2266,351,315,614,0,939,321,42692,245,50,167,36,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930.527481,0,0,-118.1741739,33.77898044
79,5,78,79,6037575902,575902,5759.02,3773422.605,7831.609023,6037575902,1400000US06037575902,6037575902,"Census Tract 5759.02, Los Angeles County, California",4697,2733,907,49,406,0,353,249,55422,23,66,180,84,2016,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7831.609023,1,5,-118.1952134,33.77232055
80,4,79,80,6037575401,575401,5754.01,9580217.623,12588.87044,6037575401,1400000US06037575401,6037575401,"Census Tract 5754.01, Los Angeles County, California",5284,3341,463,180,226,0,606,468,39049,257,89,180,151,2016,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,12588.87044,0,4,-118.1996838,33.78627793
81,31,80,81,6037575901,575901,5759.01,5249378.042,9692.010104,6037575901,1400000US06037575901,6037575901,"Census Tract 5759.01, Los Angeles County, California",3464,1669,652,70,185,0,718,170,54561,85,95,175,43,2016,0,0,16,0,0,0,0,0,0,0,1,4,2,0,2,0,6,0,9692.010104,0,31,-118.2019126,33.77254837
82,0,81,82,6037575102,575102,5751.02,4370245.852,9258.172374,6037575102,1400000US06037575102,6037575102,"Census Tract 5751.02, Los Angeles County, California",4304,2597,363,0,942,0,258,144,37500,132,53,324,14,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9258.172374,0,0,-118.1622034,33.78441723
83,0,82,83,6037575803,575803,5758.03,2148618.948,6905.198852,6037575803,1400000US06037575803,6037575803,"Census Tract 5758.03, Los Angeles County, California",3018,1634,323,31,253,0,666,111,32335,83,80,141,11,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6905.198852,0,0,-118.193727,33.77897095
84,6,83,84,6037297000,297000,2970,15559111.69,18828.14601,6037297000,1400000US06037297000,6037297000,"Census Tract 2970, Los Angeles County, California",5215,3948,72,14,296,0,578,307,106655,0,23,112,36,2016,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,18828.14601,0,6,-118.3084993,33.73306666
