OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,GEOID10,CT10,LABEL,Shape_STAr,Shape_STLe,GEOID_INT,GEO_id,GEO_id2,GEO_displa,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,YEAR,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,Shape_Leng,WeaponLaws,AllCrimes,X,Y
689,4183,688,689,6037206020,206020,2060.2,9376515.198,12030.50595,6037206020,1400000US06037206020,6037206020,"Census Tract 2060.20, Los Angeles County, California",7941,3585,2689,72,210,37,1088,260,82714,892,102,329,24,2016,410,3,2485,9,123,48,13,0,2,0,49,189,83,66,282,0,263,7,12030.50595,151,4183,-118.2317419,34.05756162
690,125,689,690,6037207710,207710,2077.1,11856806.54,17224.66965,6037207710,1400000US06037207710,6037207710,"Census Tract 2077.10, Los Angeles County, California",3587,1477,276,0,1353,0,388,93,100543,23,12,169,147,2016,2,0,35,2,0,4,8,0,0,0,12,6,27,10,1,0,9,5,17224.66965,4,125,-118.2616971,34.04687093
691,190,690,691,6037207400,207400,2074,9358163.285,15170.87063,6037207400,1400000US06037207400,6037207400,"Census Tract 2074, Los Angeles County, California",1064,503,223,0,53,5,164,116,174885,80,25,18,14,2016,3,0,93,3,1,4,4,0,0,0,11,10,17,2,6,0,23,10,15170.87063,3,190,-118.2456022,34.05577888
692,12,691,692,6037206300,206300,2063,6637586.944,13167.16573,6037206300,1400000US06037206300,6037206300,"Census Tract 2063, Los Angeles County, California",5558,1631,3148,85,59,55,364,216,11982,36,36,38,0,2016,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,2,1,13167.16573,3,12,-118.2432257,34.0411157
693,2,692,693,6037208902,208902,2089.02,1981050.577,5658.695014,6037208902,1400000US06037208902,6037208902,"Census Tract 2089.02, Los Angeles County, California",2797,952,13,71,121,0,1630,10,39794,166,67,74,17,2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.695014,0,2,-118.2723843,34.05645107
700,7,699,700,6037221220,221220,2212.2,7097758.19,10529.25302,6037221220,1400000US06037221220,6037221220,"Census Tract 2212.20, Los Angeles County, California",3536,947,67,60,304,0,2125,33,43518,78,43,118,16,2016,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10529.25302,0,7,-118.2960336,34.04357855
702,0,701,702,6037221110,221110,2211.1,2521209.395,6926.353804,6037221110,1400000US06037221110,6037221110,"Census Tract 2211.10, Los Angeles County, California",3659,875,63,96,298,0,2295,32,36167,114,59,153,8,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6926.353804,0,0,-118.2878409,34.04572439
703,0,702,703,6037221120,221120,2211.2,3417542.644,7524.851759,6037221120,1400000US06037221120,6037221120,"Census Tract 2211.20, Los Angeles County, California",3253,1108,32,0,85,0,1914,114,41001,100,72,172,17,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7524.851759,0,0,-118.2879094,34.04210494
704,4,703,704,6037221302,221302,2213.02,4974458.966,10183.10339,6037221302,1400000US06037221302,6037221302,"Census Tract 2213.02, Los Angeles County, California",5229,1529,724,196,303,0,2338,139,47858,181,57,279,8,2016,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,10183.10339,0,4,-118.3115043,34.0417505
714,210,713,714,6037530801,530801,5308.01,8278587.023,14508.5756,6037530801,1400000US06037530801,6037530801,"Census Tract 5308.01, Los Angeles County, California",5345,1729,0,11,109,0,3384,112,53441,158,145,322,10,2016,4,2,40,5,1,4,6,0,29,0,4,34,34,4,0,0,19,16,14508.5756,8,210,-118.1884019,34.05088146
715,130,714,715,6037530901,530901,5309.01,4780655.741,8761.150777,6037530901,1400000US06037530901,6037530901,"Census Tract 5309.01, Los Angeles County, California",3823,1288,0,59,8,2,2460,6,69479,80,58,249,28,2016,2,0,17,6,0,0,6,0,19,0,4,28,26,1,0,0,7,11,8761.150777,3,130,-118.1886159,34.04327973
716,252,715,716,6037531101,531101,5311.01,7531593.156,12309.01931,6037531101,1400000US06037531101,6037531101,"Census Tract 5311.01, Los Angeles County, California",4677,1969,39,10,20,0,2519,120,42762,138,90,258,9,2016,15,1,31,10,0,5,9,0,20,1,2,42,60,6,1,1,25,15,12309.01931,8,252,-118.1885147,34.0360964
717,172,716,717,6037531201,531201,5312.01,5974932.467,11144.61365,6037531201,1400000US06037531201,6037531201,"Census Tract 5312.01, Los Angeles County, California",5448,2242,85,0,0,0,3051,70,57868,255,96,197,0,2016,9,0,32,5,0,4,9,0,20,0,2,21,19,8,0,0,22,8,11144.61365,13,172,-118.1860794,34.02974128
718,170,717,718,6037531202,531202,5312.02,4815460.426,10576.95037,6037531202,1400000US06037531202,6037531202,"Census Tract 5312.02, Los Angeles County, California",4321,2139,51,0,15,0,2044,72,48771,108,73,226,20,2016,14,0,23,6,0,3,10,0,27,2,0,25,23,3,0,0,13,16,10576.95037,5,170,-118.1859399,34.02574365
734,18,733,734,6037224010,224010,2240.1,8938434.908,13901.33831,6037224010,1400000US06037224010,6037224010,"Census Tract 2240.10, Los Angeles County, California",2471,772,492,17,229,0,918,43,29106,59,63,108,81,2016,0,0,4,0,0,3,1,0,1,0,0,2,3,1,0,0,1,2,13901.33831,0,18,-118.2659101,34.03676859
735,214,734,735,6037224020,224020,2240.2,13264640.21,15225.84135,6037224020,1400000US06037224020,6037224020,"Census Tract 2240.20, Los Angeles County, California",2529,930,136,49,66,0,1302,46,32169,59,66,176,14,2016,4,0,20,6,1,2,1,0,9,0,3,17,97,6,0,0,30,14,15225.84135,4,214,-118.2686691,34.03048765
736,1,735,736,6037224410,224410,2244.1,4883625.161,10535.23633,6037224410,1400000US06037224410,6037224410,"Census Tract 2244.10, Los Angeles County, California",3282,979,95,0,697,9,1367,135,38481,21,54,248,463,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10535.23633,0,1,-118.2799935,34.03514407
737,0,736,737,6037224320,224320,2243.2,3127285.016,8439.518013,6037224320,1400000US06037224320,6037224320,"Census Tract 2243.20, Los Angeles County, California",3454,1145,213,38,108,0,1926,24,37208,36,53,268,22,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439.518013,0,0,-118.2808651,34.04159329
738,0,737,738,6037224310,224310,2243.1,1946036.563,6759.460354,6037224310,1400000US06037224310,6037224310,"Census Tract 2243.10, Los Angeles County, California",2117,764,43,11,109,0,1136,54,31262,32,53,79,7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6759.460354,0,0,-118.2827335,34.04438885
739,53,738,739,6037702400,702400,7024,21525376.85,24233.23961,6037702400,1400000US06037702400,6037702400,"Census Tract 7024, Los Angeles County, California",4538,3312,277,0,548,0,101,300,102514,5,127,147,77,2016,0,0,4,0,0,0,1,0,5,0,1,2,35,1,0,0,2,1,24233.23961,1,53,-118.3845103,34.02547036
761,4,760,761,6037224420,224420,2244.2,3860845.76,8969.22856,6037224420,1400000US06037224420,6037224420,"Census Tract 2244.20, Los Angeles County, California",2409,641,174,14,116,0,1420,44,34548,78,43,257,36,2016,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8969.22856,0,4,-118.2769159,34.03165435
764,3,763,764,6037226410,226410,2264.1,3040629.931,7123.364994,6037226410,1400000US06037226410,6037226410,"Census Tract 2264.10, Los Angeles County, California",3631,1700,22,28,41,0,1840,0,36226,128,49,179,0,2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7123.364994,1,3,-118.2622936,34.02420446
765,0,764,765,6037226420,226420,2264.2,4595545.904,8778.892965,6037226420,1400000US06037226420,6037226420,"Census Tract 2264.20, Los Angeles County, California",5396,2584,327,0,185,0,2283,17,39621,199,67,194,9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8778.892965,0,0,-118.2570745,34.02184681
767,4,766,767,6037227010,227010,2270.1,6234438.037,11858.47672,6037227010,1400000US06037227010,6037227010,"Census Tract 2270.10, Los Angeles County, California",4793,1878,304,319,0,0,2292,0,40592,51,98,124,20,2016,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,11858.47672,0,4,-118.2470091,34.01853039
776,0,775,776,6037269700,269700,2697,9661690.407,14772.79685,6037269700,1400000US06037269700,6037269700,"Census Tract 2697, Los Angeles County, California",3856,2482,449,0,584,17,159,165,102399,22,75,68,106,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14772.79685,0,0,-118.3871651,34.03634086
788,0,787,788,6037700901,700901,7009.01,11357889.36,18945.87712,6037700901,1400000US06037700901,6037700901,"Census Tract 7009.01, Los Angeles County, California",3892,3208,31,0,406,9,7,231,137686,48,13,230,62,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18945.87712,0,0,-118.3830933,34.06270356
799,0,798,799,6037270200,270200,2702,8225812.221,14331.19399,6037270200,1400000US06037270200,6037270200,"Census Tract 2702, Los Angeles County, California",3576,2495,292,30,179,11,351,218,73027,45,82,149,13,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14331.19399,0,0,-118.3807031,34.03333494
800,4,799,800,6037270300,270300,2703,10511306.68,13672.05138,6037270300,1400000US06037270300,6037270300,"Census Tract 2703, Los Angeles County, California",2542,690,838,0,174,0,733,107,93711,70,20,117,6,2016,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13672.05138,1,4,-118.3708624,34.03973353
837,11,836,837,6037532400,532400,5324,139279799.5,68982.76704,6037532400,1400000US06037532400,6037532400,"Census Tract 5324, Los Angeles County, California",88,14,14,0,15,0,32,13,82529,0,4,0,0,2016,0,0,1,0,0,2,2,0,2,0,0,1,3,0,0,0,0,0,68982.76704,0,11,-118.2118709,34.00227933
901,5,900,901,6037209402,209402,2094.02,1466391.696,4849.907019,6037209402,1400000US06037209402,6037209402,"Census Tract 2094.02, Los Angeles County, California",3693,1072,57,80,15,0,2469,0,27870,184,55,26,26,2016,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,4849.907019,0,5,-118.2772332,34.05466674
913,0,912,913,6037224200,224200,2242,3960848.491,8618.834869,6037224200,1400000US06037224200,6037224200,"Census Tract 2242, Los Angeles County, California",2499,993,40,6,68,0,1324,68,39911,57,29,121,28,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618.834869,0,0,-118.2767278,34.040628
914,0,913,914,6037221210,221210,2212.1,3861859.779,8418.987666,6037221210,1400000US06037221210,6037221210,"Census Tract 2212.10, Los Angeles County, California",3064,765,271,66,204,0,1642,116,50202,41,51,167,22,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418.987666,0,0,-118.3028754,34.04366722
928,12,927,928,6037204920,204920,2049.2,9794921.06,12795.94817,6037204920,1400000US06037204920,6037204920,"Census Tract 2049.20, Los Angeles County, California",2697,2228,6,33,0,0,430,0,45051,28,57,116,24,2016,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,4,12795.94817,1,12,-118.1975098,34.01750528
929,3,928,929,6037206050,206050,2060.5,18724001.67,25455.59295,6037206050,1400000US06037206050,6037206050,"Census Tract 2060.50, Los Angeles County, California",2342,1460,94,7,188,0,561,32,32107,46,40,212,0,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25455.59295,0,3,-118.2228009,34.03152992
936,102,935,936,6037208903,208903,2089.03,1714533.479,7038.480759,6037208903,1400000US06037208903,6037208903,"Census Tract 2089.03, Los Angeles County, California",4302,1684,181,46,181,0,2135,75,36143,290,121,104,11,2016,1,0,24,0,0,3,11,0,0,0,7,21,16,6,0,1,2,7,7038.480759,3,102,-118.2733717,34.05980449
937,3,936,937,6037209102,209102,2091.02,3281305.181,8364.69726,6037209102,1400000US06037209102,6037209102,"Census Tract 2091.02, Los Angeles County, California",5281,1661,308,165,556,0,2523,68,29348,319,69,197,58,2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8364.69726,0,3,-118.2675334,34.05519109
938,1,937,938,6037209300,209300,2093,3297115.704,7931.222369,6037209300,1400000US06037209300,6037209300,"Census Tract 2093, Los Angeles County, California",4826,1702,390,26,523,0,1987,198,37312,153,66,384,104,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7931.222369,0,1,-118.2683137,34.05073484
939,1,938,939,6037208904,208904,2089.04,1206663.496,4564.63611,6037208904,1400000US06037208904,6037208904,"Census Tract 2089.04, Los Angeles County, California",3794,1317,63,0,270,0,2084,60,24036,164,55,51,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4564.63611,0,1,-118.2701051,34.05957295
940,2,939,940,6037209401,209401,2094.01,2321352.558,6370.712572,6037209401,1400000US06037209401,6037209401,"Census Tract 2094.01, Los Angeles County, California",4059,1094,374,118,518,5,1812,138,26019,135,72,93,0,2016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6370.712572,0,2,-118.2815369,34.05672606
941,5,940,941,6037209200,209200,2092,4426071.553,8750.643303,6037209200,1400000US06037209200,6037209200,"Census Tract 2092, Los Angeles County, California",3584,1318,236,0,855,0,1134,41,65923,45,51,313,192,2016,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,8750.643303,0,5,-118.261094,34.05421402
942,2,941,942,6037209403,209403,2094.03,1487555.59,4882.44345,6037209403,1400000US06037209403,6037209403,"Census Tract 2094.03, Los Angeles County, California",3670,883,245,0,739,4,1753,46,37419,94,52,116,0,2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4882.44345,0,2,-118.2738568,34.05313761
943,1,942,943,6037209510,209510,2095.1,1964228.35,5807.65688,6037209510,1400000US06037209510,6037209510,"Census Tract 2095.10, Los Angeles County, California",2720,675,69,44,642,0,1224,66,35488,63,31,39,28,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5807.65688,0,1,-118.2819706,34.05296749
944,0,943,944,6037209520,209520,2095.2,2488298.795,6468.360653,6037209520,1400000US06037209520,6037209520,"Census Tract 2095.20, Los Angeles County, California",2574,589,40,0,296,0,1645,4,33015,103,42,45,46,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6468.360653,0,0,-118.2769625,34.05055677
945,5,944,945,6037209810,209810,2098.1,1612737.665,5415.906958,6037209810,1400000US06037209810,6037209810,"Census Tract 2098.10, Los Angeles County, California",2706,786,186,0,329,0,1335,70,36280,62,72,110,0,2016,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5415.906958,0,5,-118.2823571,34.04912214
946,0,945,946,6037209820,209820,2098.2,1927868.321,5690.534786,6037209820,1400000US06037209820,6037209820,"Census Tract 2098.20, Los Angeles County, California",3308,1133,58,94,236,11,1731,45,35295,72,68,102,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5690.534786,0,0,-118.278267,34.04721809
947,1,946,947,6037210010,210010,2100.1,4398305.41,8907.911841,6037210010,1400000US06037210010,6037210010,"Census Tract 2100.10, Los Angeles County, California",3626,668,57,99,420,9,2322,51,31897,74,50,203,0,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8907.911841,0,1,-118.2723243,34.04685589
950,2,949,950,6037269601,269601,2696.01,3591419.073,7574.315641,6037269601,1400000US06037269601,6037269601,"Census Tract 2696.01, Los Angeles County, California",3250,1985,771,0,115,0,320,59,59221,0,34,209,78,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7574.315641,0,2,-118.379464,34.04185949
971,0,970,971,6037212202,212202,2122.02,2222447.262,6482.090121,6037212202,1400000US06037212202,6037212202,"Census Tract 2122.02, Los Angeles County, California",3714,734,100,0,729,0,2151,0,41079,73,90,139,34,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.090121,0,0,-118.2879442,34.05637062
972,6,971,972,6037212304,212304,2123.04,2213875.502,6305.425644,6037212304,1400000US06037212304,6037212304,"Census Tract 2123.04, Los Angeles County, California",1791,615,31,11,274,0,813,47,32482,121,39,72,80,2016,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,6305.425644,0,6,-118.2979266,34.0598586
973,3,972,973,6037212303,212303,2123.03,1675322.398,5219.253859,6037212303,1400000US06037212303,6037212303,"Census Tract 2123.03, Los Angeles County, California",3420,654,208,0,520,0,1950,88,38118,100,76,217,33,2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5219.253859,0,3,-118.2935266,34.05976814
974,4,973,974,6037212204,212204,2122.04,2294672.757,6149.261568,6037212204,1400000US06037212204,6037212204,"Census Tract 2122.04, Los Angeles County, California",3627,991,230,17,516,0,1822,51,34632,63,46,77,16,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6149.261568,0,4,-118.2865445,34.05983009
975,0,974,975,6037212203,212203,2122.03,1144354.082,4500.812857,6037212203,1400000US06037212203,6037212203,"Census Tract 2122.03, Los Angeles County, California",3065,492,60,0,552,13,1878,70,27517,91,69,121,44,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500.812857,0,0,-118.2903684,34.05976704
976,0,975,976,6037212306,212306,2123.06,1742887.424,5316.960918,6037212306,1400000US06037212306,6037212306,"Census Tract 2123.06, Los Angeles County, California",3132,399,38,52,1868,0,707,68,44576,19,54,133,9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5316.960918,0,0,-118.2940849,34.05613283
977,2,976,977,6037212410,212410,2124.1,1691920.063,5550.696594,6037212410,1400000US06037212410,6037212410,"Census Tract 2124.10, Los Angeles County, California",4193,819,290,71,1674,0,1233,106,49918,17,84,205,32,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5550.696594,0,2,-118.3022384,34.05956557
978,0,977,978,6037212305,212305,2123.05,1163116.729,4358.271392,6037212305,1400000US06037212305,6037212305,"Census Tract 2123.05, Los Angeles County, California",3058,694,88,64,509,0,1664,39,41387,48,41,72,54,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358.271392,0,0,-118.2981746,34.05610865
979,2,978,979,6037212610,212610,2126.1,3844338.602,8377.370821,6037212610,1400000US06037212610,6037212610,"Census Tract 2126.10, Los Angeles County, California",3930,750,146,0,2106,0,828,100,56554,29,64,99,36,2016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8377.370821,0,2,-118.313882,34.05984962
980,1,979,980,6037213201,213201,2132.01,3605253.46,8208.738578,6037213201,1400000US06037213201,6037213201,"Census Tract 2132.01, Los Angeles County, California",4462,351,42,0,2081,111,1877,0,36189,24,55,217,46,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8208.738578,0,1,-118.3045423,34.05266069
981,0,980,981,6037212420,212420,2124.2,1544109.364,4956.62922,6037212420,1400000US06037212420,6037212420,"Census Tract 2124.20, Los Angeles County, California",3389,298,177,177,1149,31,1471,86,45754,20,88,109,9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956.62922,0,0,-118.3019899,34.05609248
982,2,981,982,6037212620,212620,2126.2,3106627.795,7948.079843,6037212620,1400000US06037212620,6037212620,"Census Tract 2126.20, Los Angeles County, California",4361,458,218,30,1963,0,1569,123,38333,97,46,129,47,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7948.079843,0,2,-118.3130719,34.05636559
983,1,982,983,6037212900,212900,2129,4021574.851,8954.956841,6037212900,1400000US06037212900,6037212900,"Census Tract 2129, Los Angeles County, California",4927,1508,428,17,1056,0,1810,108,51209,63,102,82,36,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954.956841,0,1,-118.3215271,34.04945895
984,4,983,984,6037212800,212800,2128,8409446.824,11737.63073,6037212800,1400000US06037212800,6037212800,"Census Tract 2128, Los Angeles County, California",4028,1743,306,72,938,0,723,246,69656,194,50,80,44,2016,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11737.63073,0,4,-118.3306107,34.05187108
985,2,984,985,6037213100,213100,2131,5780618.34,10508.28141,6037213100,1400000US06037213100,6037213100,"Census Tract 2131, Los Angeles County, California",3031,859,194,10,1434,0,508,26,85819,36,62,171,7,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10508.28141,0,2,-118.312705,34.05064132
986,2,985,986,6037213202,213202,2132.02,3637318.757,8141.435729,6037213202,1400000US06037213202,6037213202,"Census Tract 2132.02, Los Angeles County, California",3912,624,96,28,1137,0,1924,103,39478,118,121,147,38,2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141.435729,0,2,-118.3045157,34.04903423
987,4,986,987,6037213402,213402,2134.02,4217750.291,8305.579389,6037213402,1400000US06037213402,6037213402,"Census Tract 2134.02, Los Angeles County, California",4528,812,288,18,867,0,2356,187,36300,166,79,256,13,2016,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8305.579389,0,4,-118.2879004,34.04984538
988,1,987,988,6037213401,213401,2134.01,2110768.921,6327.274225,6037213401,1400000US06037213401,6037213401,"Census Tract 2134.01, Los Angeles County, California",5290,672,133,12,1057,0,3362,54,36608,136,73,226,26,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327.274225,0,1,-118.2879148,34.05371179
989,0,988,989,6037213310,213310,2133.1,3359268.724,7825.237356,6037213310,1400000US06037213310,6037213310,"Census Tract 2133.10, Los Angeles County, California",3660,292,41,0,1002,0,2243,82,51941,86,38,109,54,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7825.237356,0,0,-118.2979037,34.05087916
990,7,989,990,6037213320,213320,2133.2,3352280.6,7850.587883,6037213320,1400000US06037213320,6037213320,"Census Tract 2133.20, Los Angeles County, California",2284,526,163,8,676,8,853,50,35228,76,44,34,46,2016,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2,7850.587882,0,7,-118.2937122,34.05088793
1025,3,1024,1025,6037205120,205120,2051.2,15781287.82,20064.55417,6037205120,1400000US06037205120,6037205120,"Census Tract 2051.20, Los Angeles County, California",3554,2295,46,0,83,0,1110,20,36718,159,49,230,20,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,20064.55417,0,3,-118.2118079,34.01875945
1027,1,1026,1027,6037216100,216100,2161,7265868.602,11195.40266,6037216100,1400000US06037216100,6037216100,"Census Tract 2161, Los Angeles County, California",2804,1296,518,0,547,0,185,258,156794,18,40,16,12,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11195.40266,0,1,-118.3379842,34.05693043
1097,3,1096,1097,6037221602,221602,2216.02,5627522.956,12004.5438,6037221602,1400000US06037221602,6037221602,"Census Tract 2216.02, Los Angeles County, California",2865,662,78,20,199,0,1878,28,33975,63,51,88,10,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12004.5438,0,3,-118.2921146,34.03843463
1127,21,1126,1127,6037226002,226002,2260.02,27637228.82,21400.35992,6037226002,1400000US06037226002,6037226002,"Census Tract 2260.02, Los Angeles County, California",1761,693,188,0,106,0,671,103,47108,33,9,76,46,2016,0,0,2,0,0,1,0,0,3,0,1,5,6,0,0,0,3,0,21400.35992,0,21,-118.2477809,34.03262462
